id,Type,fixed acidity,volatile acidity,"citric 
acid",residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
id4915,white,6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,6
id4916,red,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5
id4917,white,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5
id4918,red,7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6
id4919,white,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,7
id4920,white,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6
id4921,white,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8
id4922,white,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5
id4923,red,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5
id4924,white,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
id4925,white,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5
id4926,white,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5
id4927,white,6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,7
id4928,white,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6
id4929,white,7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6
id4930,white,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5
id4931,white,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,5
id4932,red,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7
id4933,white,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
id4934,white,7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5
id4935,red,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6
id4936,white,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6
id4937,white,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
id4938,white,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8
id4939,white,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6
id4940,red,7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,5
id4941,red,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5
id4942,white,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6
id4943,red,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5
id4944,white,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
id4945,white,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
id4946,red,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5
id4947,white,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6
id4948,white,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6
id4949,white,7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6
id4950,white,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6
id4951,white,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
id4952,white,6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5
id4953,white,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4
id4954,red,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6
id4955,white,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6
id4956,red,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5
id4957,white,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
id4958,red,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
id4959,white,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
id4960,red,7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,6
id4961,white,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7
id4962,white,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
id4963,white,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5
id4964,red,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5
id4965,red,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7
id4966,white,6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6
id4967,white,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
id4968,white,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7
id4969,white,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,5
id4970,red,8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5
id4971,red,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6
id4972,white,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
id4973,red,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5
id4974,white,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5
id4975,white,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333,6
id4976,white,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6
id4977,white,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7
id4978,red,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5
id4979,red,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6
id4980,white,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6
id4981,white,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5
id4982,red,7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5
id4983,red,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6
id4984,white,5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,7
id4985,white,6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6
id4986,white,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
id4987,white,6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4,5
id4988,white,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5
id4989,white,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7
id4990,white,7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,5
id4991,white,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6
id4992,white,6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6
id4993,white,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5
id4994,white,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5
id4995,white,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
id4996,red,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6
id4997,white,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7
id4998,white,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8
id4999,white,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
id5000,red,7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6
id5001,white,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.26666667,7
id5002,white,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6
id5003,red,8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6
id5004,white,6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5
id5005,white,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
id5006,white,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
id5007,white,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
id5008,white,7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5
id5009,white,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6
id5010,white,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
id5011,white,5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,7
id5012,red,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5
id5013,white,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4
id5014,red,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6
id5015,white,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5
id5016,white,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7
id5017,white,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7
id5018,red,11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7
id5019,white,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
id5020,white,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5
id5021,red,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5
id5022,white,8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6
id5023,white,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
id5024,white,9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6
id5025,white,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8
id5026,white,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6
id5027,white,5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1,6
id5028,white,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6
id5029,white,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4
id5030,white,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
id5031,white,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7
id5032,white,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6
id5033,white,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6
id5034,white,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,7
id5035,white,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5
id5036,white,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
id5037,red,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6
id5038,white,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6
id5039,white,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5
id5040,white,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7
id5041,white,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3
id5042,white,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
id5043,white,6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5
id5044,red,7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5
id5045,white,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
id5046,white,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7
id5047,white,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
id5048,white,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
id5049,white,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5
id5050,white,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
id5051,white,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
id5052,white,6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6
id5053,red,7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,5
id5054,white,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6
id5055,white,5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,6
id5056,white,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
id5057,white,6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5
id5058,white,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6
id5059,red,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4
id5060,white,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
id5061,red,10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6
id5062,white,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6
id5063,red,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5
id5064,white,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
id5065,white,6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6
id5066,white,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6
id5067,white,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,5
id5068,white,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5
id5069,white,7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6
id5070,white,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,5
id5071,white,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5
id5072,white,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5
id5073,red,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6
id5074,white,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
id5075,white,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6
id5076,white,6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5
id5077,white,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
id5078,red,8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5
id5079,white,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5
id5080,white,6.4,0.24,0.23,7.3,0.069,31,157,0.9962,3.25,0.53,9.1,5
id5081,white,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,6
id5082,white,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6
id5083,white,5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5
id5084,red,7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5
id5085,white,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
id5086,red,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6
id5087,white,6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6
id5088,white,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7
id5089,white,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
id5090,red,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5
id5091,red,7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6
id5092,white,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
id5093,white,6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,5
id5094,white,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6
id5095,white,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5
id5096,red,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6
id5097,white,6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6
id5098,white,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5
id5099,white,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6
id5100,white,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5
id5101,white,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
id5102,white,6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6
id5103,red,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6
id5104,red,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6
id5105,white,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
id5106,white,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
id5107,white,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5
id5108,red,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5
id5109,white,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5
id5110,white,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5
id5111,white,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5
id5112,white,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6
id5113,red,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6
id5114,white,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6
id5115,white,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7
id5116,white,7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,5
id5117,white,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
id5118,white,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5
id5119,white,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
id5120,red,7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,5
id5121,white,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4
id5122,white,6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5
id5123,white,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
id5124,white,6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6
id5125,white,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
id5126,white,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6
id5127,white,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7
id5128,white,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7
id5129,white,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
id5130,white,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6
id5131,white,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6
id5132,white,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6
id5133,white,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
id5134,red,6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6
id5135,red,11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7
id5136,white,6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7
id5137,white,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6
id5138,white,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6
id5139,white,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6
id5140,red,7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,4
id5141,white,6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6
id5142,red,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,6
id5143,white,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7
id5144,white,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5
id5145,white,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
id5146,white,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
id5147,white,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5
id5148,white,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7
id5149,red,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
id5150,white,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5
id5151,red,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5
id5152,red,10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5
id5153,white,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
id5154,white,7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6
id5155,red,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5
id5156,white,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6
id5157,white,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
id5158,white,6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,4
id5159,white,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6
id5160,red,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7
id5161,white,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6
id5162,red,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5
id5163,white,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
id5164,white,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,4
id5165,red,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5
id5166,white,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5
id5167,red,9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5
id5168,white,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5
id5169,white,7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5
id5170,white,7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,7
id5171,white,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6
id5172,red,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
id5173,white,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6
id5174,white,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6
id5175,white,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
id5176,white,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
id5177,white,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
id5178,white,7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7
id5179,red,10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6
id5180,red,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6
id5181,white,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7
id5182,white,7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6
id5183,white,7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,7
id5184,red,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5
id5185,white,5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6
id5186,white,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
id5187,white,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
id5188,white,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5
id5189,white,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6
id5190,white,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8
id5191,white,6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6
id5192,white,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
id5193,red,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
id5194,white,6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6
id5195,white,6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6
id5196,white,6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6
id5197,red,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6
id5198,white,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
id5199,white,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
id5200,white,7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,5
id5201,white,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6
id5202,red,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6
